pathway,pval,padj,log2err,ES,NES,size,leadingEdge,run_id,collection,contrast,direction
REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL,0.00147965072020397,0.00838218377536869,0.45505986738723,-0.397000002708308,-1.6016934477304,143,RPS4Y1|RPL9|HBS1L|UBE2D3|PSMD7|ASCC2|PSMB2|UBC|RPS27L|PSMA6|TRIP4|PSMA3|PSMB4|CUL2|PSMA5|PELO|RPL39L|RPL26L1|RPL15|PSMB5|ELOC|VCP|RBX1|ABCE1|RCHY1|RPL36AL|PSMD1|RPL17|PSMB7|RPL13A|RPL7|RPS26|PSMA4|PSMC1|RPL34|PSMA1|UBA52|PSMC5|RPL5|PSMD6|PSMC4|PSMB1|TCF25|LTN1|PSMC6|RPLP0|RPL22|NPLOC4|PSMD3|RPS27A|ANKZF1|RPS6|RPL11|RPL41|RPS28|RPL10A|ASCC3|RPS23|PSMD12|PSMB6|PSMD14|PSMD13,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_NEUTROPHIL_DEGRANULATION,0.00156644437790304,0.00882905012999895,0.45505986738723,-0.307240095406883,-1.390360213,421,HP|ORM1|PIGR|ORM2|TTR|ARPC5|STBD1|SERPINA3|AHSG|ARG1|ORMDL3|C6orf120|CD14|ALAD|A1BG|SLC27A2|TOM1|ITGAV|GLIPR1|TMT1A|RAB18|TMEM30A|CYB5R3|HSPA6|NFASC|ACTR10|ANPEP|ACAA1|SLC15A4|B4GALT1|MAPK14|MME|MGST1|S100A9|NRAS|CHI3L1|FTL|RAB27A|STOM|AP1M1|NEU1|LAMTOR3|TOLLIP|VNN1|SNAP23|LAMP2|GSN|SERPINA1|CPPED1|CAP1|PSMD7|SNAP29|ITGAL|NCSTN|SELL|CD68|CREG1|CAT|FRK|BST2|CD63|PGM1|AGL|MGAM|RAB37|ANO6|ATP8B4|AP2A2|SLCO4C1|ARL8A|VPS35L|NCKAP1L|RAB24|CKAP4|CTSB|C3|PRDX6|TMBIM1|RAP1A|IRAG2|COMMD9|CD59|CEACAM1|ACTR1B|PNP|PSEN1|COPB1|B2M|PSAP|RAB14|RAP1B|FTH1|TMEM179B|PGRMC1|IGF2R|IDH1|ADAM10|RHOA|SRP14|HBB|PSMA5|YPEL5|LRG1|BST1|CPNE3|DYNLT1|AGA|BRI3|FCER1G,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.0016114106110025,0.00903685548682811,0.45505986738723,-0.496021128500831,-1.75329668669161,61,G6PC1|SOD2|BCL6|ABCA6|CITED2|IGFBP1|POMC|GADD45A|FBXO32|PCK1|PPARGC1A|KAT2B|PINK1|CAT|BTG1|FOXO1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,0.00169427503239891,0.00945405468078589,0.45505986738723,0.711346757819531,1.84041026944894,16,CBX8|CBX2|DNMT1|PCGF2|CBX4|PHC1|DNMT3B,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.00183172267500276,0.0101701617179258,0.45505986738723,-0.525590895815644,-1.77370196023892,46,PSMD7|PSMB2|GLI1|UBC|PSMA6|PSMA3|PRKACA|PSMB4|PSMA5|PSMB5|RBX1|PSMD1|PSMB7|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|RPS27A|ITCH|PRKACB|NUMB|PSMD12|PSMB6|PSMD14|PSMD13,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,0.00195486324360154,0.010800135543858,0.431707695803346,0.571837386473998,1.7395158748367,32,PCLAF|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|PCNA|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,0.00199706445664704,0.0109789356335867,0.431707695803346,0.47967775038274,1.68792465241095,60,EZH2|CBX8|CBX2|CHD3|SNAI1|ATN1|CBX4|MECOM|HDAC1|TP53|PHC1|MTA3|EGR1|SUZ12|RBBP4|MTA1|MAPK3|HDAC2|KDM1A|RBBP7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,0.00202502076566509,0.0110780547768737,0.431707695803346,-0.443658526260342,-1.66171946898166,87,MRPS28|MRPL44|DAP3|MRPS21|MRPL34|MRPL2|MRPL39|MRPS10|OXA1L|MRPL9|MRPS18B|MRPS14|MRPL54|MRPS5|MRPL13|MRPL50|MRPS18C|MRPS30|MRPS18A|MRPL15|MRPL35|MRPL40|ERAL1|MRPL32|MRPS16|MRPL27|MRPL14|MRPS35|MRPS31|MRPL1|MRPL20|MRPL46|MRPL19|MRPL37|MRPL24|MRPL45|MRPL53|MRPL43|MRPS12|MRPL42|MRPS33|MRPL58|MRPL22|MRPL49|CHCHD1|MRPS11,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_INTEGRIN_SIGNALING,0.00208566716731745,0.0113541685791525,0.431707695803346,-0.624453591153085,-1.85906174324361,27,FGA|FGB|FGG|ITGB3|APBB1IP,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.00217489496064877,0.0117824406606021,0.431707695803346,0.560446101592881,1.73982265645564,35,ADCY3|ITPR3|FYN|SYK|ADCY7|PLCG1|PRKX|PRKAR2B|PRKAR1B|SRC,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RHOB_GTPASE_CYCLE,0.00250965807979096,0.0135303305171339,0.431707695803346,0.450897722914492,1.61728949672486,69,ABR|CIT|DEPDC1B|IQGAP3|ANLN|ARHGEF3|ARHGAP39|OPHN1|ARHGAP32|RACGAP1|ARHGEF17|ECT2|DIAPH3|MYO9A|ARHGEF2|ARHGEF1|ARHGEF10|MYO9B|ARHGEF25|ARHGAP26|PCDH7|VANGL1|PKN3|STK10|JUP|ARHGDIG|ROCK2|NET1|PKN1|ARHGAP1|ARHGEF11,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,0.00254368149745443,0.0136478295728805,0.431707695803346,-0.585545048888844,-1.80424205906576,32,ALDOB|G6PC1|GYS2|HYAL1|GBE1|PPP1R3C|KHK|NAGLU,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.00266338048666421,0.0142216871919486,0.431707695803346,-0.676120798249744,-1.81527881927197,18,ILK|LIMS2|ARHGEF6|ACTG1|RSU1|ITGB1|ACTB|FERMT2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,0.00269867231235205,0.0143415157170709,0.431707695803346,0.41277035979282,1.54406101722899,99,EZH2|RARG|CNOT6|H2AX|HOXB3|HOXB2|HOXB4|HOXA3|HOXA4|HOXC4|PCGF2|HOXA1|WDR5|H2AZ2|PAXIP1|HOXA2|NCOA6|SUZ12|RBBP4|PAX6|H2BC9|H2BC26|PAGR1|KMT2D|H3C8|RBBP7|HOXD4|EGR2|CREBBP,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_AUTOPHAGY,0.00272618790487035,0.0144190791556176,0.431707695803346,-0.370121604477177,-1.5009953371505,154,TUBA4B|SQSTM1|UBE2D3|PRKAG2|LAMTOR3|GABARAP|ATG4A|LAMP2|PINK1|PRKAG1|TUBA4A|VDAC2|TUBB2A|GABARAPL2|OPTN|LAMTOR5|RRAGC|UBC|UBAP1|USP30|PRKAB2|RRAGA|EPAS1|GFAP|TOMM6|MFN2|ATG5|VPS37C|HBB|PRKAA1|GABARAPL1|ATG9A|CHMP6|CFTR|PIK3C3|LAMTOR2|TOMM70|ATG16L1|BECN1|MTMR14|VCP|RB1CC1|NBR1|WIPI1|TSG101|PARK7|LAMTOR1|TBK1|DYNC1I2|PLIN2|MAP1LC3A|SLC38A9|CHMP7|CHMP4A|UBE2L3|VPS37A|WDR45B|ULK1|CHMP2A|VPS28|TUBA3D|TUBA3E|EEF1A1|MTMR3|UBA52|IFT88|ATG13|PEX5|CHMP2B,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,0.00281283394402139,0.0148071824600371,0.431707695803346,0.539509345625551,1.71525226744393,38,LIG1|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE|FEN1|UNG|PCNA|LIG3|XRCC1|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,0.00296815509245757,0.0155355279478387,0.431707695803346,0.648073588172506,1.75774857475749,19,BLM|LIG1|POLD1|POLD3|ACD|DNA2|FEN1|PCNA|POLD2|RPA3|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.00297903492906583,0.0155355279478387,0.431707695803346,-0.503947067923307,-1.74046326081577,53,IKBKG|NFKBIA|PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|NFKBIE|PSMB5|CHUK|PSMD1|PSMB7|FBXW11|PSMA4|PSMC1|PSMA1|UBA52|NFKB1|PSMC5|MAP3K7|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|IKBKB|RPS27A|BCL10|PSMD12|PSMB6|PSMD14|PSMD13,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.00339170100783877,0.0175237885405003,0.431707695803346,0.536963699666754,1.72210953702041,39,PCLAF|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|POLE,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_INTERLEUKIN_1_SIGNALING,0.00338084315394887,0.0175237885405003,0.431707695803346,-0.419741319024582,-1.61453163423231,99,SQSTM1|IKBKG|TOLLIP|NFKBIA|TAB3|IRAK2|IL1RAP|IL1R1|PSMD7|IKBIP|MAP2K1|NKIRAS1|N4BP1|PSMB2|MAP2K4|IL1R2|UBC|SAA1|PSMA6|PSMA3|PSMB4|PSMA5|IL1RN|MYD88|PSMB5|USP18|CHUK|RBX1|TAB2|PSMD1|IRAK3|PSMB7|FBXW11|PSMA4|PSMC1|NFKB2|PSMA1|UBA52|NFKB1|PSMC5|TNIP2|MAP3K7|PSMD6|PSMC4|PSMB1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_ANTIMICROBIAL_PEPTIDES,0.00342038473100797,0.0175905500451839,0.431707695803346,-0.624075478700775,-1.8148629214521,25,CLU|PLA2G2A|LEAP2|PGLYRP2|DEFB1|S100A9|TLR1|RNASE7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,0.00343718882403403,0.0175958840716604,0.431707695803346,-0.48242802826419,-1.67958461023726,59,F2|F9|F7|PROZ|F10|TPST2|PROC|GGCX|KDM8|PROS1|DPH5|OGFOD1|DPH3|RWDD1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.00353580189020135,0.0180180589473275,0.431707695803346,-0.470825049923502,-1.67567773813567,64,JAK1|MX1|HLA-E|IFNAR2|IFIT5|IFIT3|IFI6|IFITM3|IRF9|BST2|IRF4|RNASEL|RSAD2|UBC|GBP2|KPNA1|OAS2|ISG20|OAS1|STAT1|PTPN11|HLA-B|IFIT1|USP18|ABCE1|IRF8|IFIT2|HLA-C|IFNAR1|HLA-A|HLA-G|IRF2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_MEIOTIC_RECOMBINATION,0.00366247369353327,0.0185787301908324,0.431707695803346,0.464124032863389,1.64188758322314,63,MND1|BLM|RAD51|BRCA2|H2AX|PSMC3IP|BRCA1|FIRRM|CDK2|H2AZ2|MRE11|RBBP8|DMC1|H2BC9|MSH5|H2BC26|RAD51C|H3C8|RPA3|CDK4|TOP3A|RPA2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_METABOLISM_OF_POLYAMINES,0.00368153596144337,0.0185909236786009,0.431707695803346,-0.506555758659804,-1.70946443185796,46,SAT1|OAZ2|AGMAT|PSMD7|PSMB2|PAOX|PSMA6|PSMA3|PSMB4|PSMA5|AMD1|PSMB5|AZIN1|OAZ3|PSMD1|SMOX|PSMB7|PSMA4|PSMC1|PSMA1|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.00374539993735981,0.0188104556342926,0.431707695803346,-0.57049438285871,-1.7578663878513,32,SQSTM1|UBE2D3|PINK1|VDAC2|OPTN|UBC|TOMM6|MFN2|ATG5|ATG9A|TOMM70|TBK1|MAP1LC3A|UBE2L3|UBA52|PRKN|TOMM22|RPS27A|MAP1LC3B,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_EPHRIN_SIGNALING,0.0037587200774617,0.0188104556342926,0.431707695803346,0.639698600850275,1.7350333734317,19,FYN|GIT1|EFNB2|EPHB2|EPHB3|EFNB3|EFNB1|SRC|NCK2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RHOD_GTPASE_CYCLE,0.00377983648239126,0.0188316853319136,0.431707695803346,0.495237209071909,1.68452507343157,52,LMNB1|DEPDC1B|DBN1|PLXNA1|TMPO|PAK6|ARHGAP39|ARHGAP32|RACGAP1|ADD3|EFHD2|DIAPH3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_DAG_AND_IP3_SIGNALING,0.00388940811258857,0.0192914642384393,0.431707695803346,0.530269156958715,1.65753568585492,36,ADCY3|ITPR3|ADCY7|CAMKK1|PRKCD|PLCG1|GRK2|PRKX|PRKAR2B|NBEA|PRKAR1B|PRKCG,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,0.00394577036652473,0.0194844235798301,0.407017918923954,-0.36597485752494,-1.4868410140905,152,RPS4Y1|FNIP2|RPL9|LAMTOR3|ATP6V0E1|ATP6V1E1|FLCN|ATP6V0B|LAMTOR5|ATF3|RRAGC|ATP6V1C1|ATF2|RPS27L|ATP6V1H|RRAGA|ATP6V1E2|EIF2AK4|ATP6V0D1|FNIP1|RPL39L|ATP6V1G1|CEBPB|RPL26L1|SEC13|CEBPG|RPL15|LAMTOR2|ATF4|RPL36AL|KPTN|LAMTOR1|SH3BP4|SLC38A9|SESN2|ATP6V1A|RPL17|SESN1|RPL13A|RPL7|RPS26|EIF2S1|KICS2|ATP6V1B2|RPL34|UBA52,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.00403394994805178,0.0198321063525365,0.407017918923954,-0.500941899414738,-1.70519199410776,48,PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|PSMB5|CHUK|PSMD1|PSMB7|UBA3|FBXW11|PSMA4|PSMC1|NFKB2|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|MAP3K14|PSMC6|PSMD3|RPS27A|PSMD12|PSMB6|PSMD14|PSMD13,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,0.00427857411878916,0.0209424943709154,0.407017918923954,0.429866363761658,1.57166908911338,82,EZH2|LMNB1|CDC25A|DNMT1|H2AX|CDK5R1|POLA2|CDC25C|PRIM1|POLA1|CDKN2A|CDC25B|H2AZ2|PRIM2|TP53|SUZ12|CDK5|RBBP4|DNMT3B|H2BC9|H2BC26|H3C8|RBBP7|CAPN1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,0.00451734133184384,0.0220008656760939,0.407017918923954,0.634032826776849,1.71966628166278,19,TFAP2C|CDKN2A|TFAP2A|TP53BP1|TP53|MTA1|HIC1|UBE2I|FOXL2|SUMO2|SP3|SUMO3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS,0.00453422858915914,0.0220008656760939,0.407017918923954,0.560242178506027,1.67784078300248,30,SMARCC2|DPF1|BCL11A|BRD9|BCL11B|BCL7B|SMARCD3|BRD7|SMARCD1|ACTL6A|SMARCC1|DPF2|SMARCE1|SMARCD2|BCL7C|ARID2|SMARCB1|SMARCA4|BCL7A,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.00485069998310789,0.023434550567742,0.407017918923954,0.312123069535732,1.36581175152652,290,CPSF7|NUP205|NUP188|SNRNP200|RNPS1|NUP210|NUP214|NUP160|NUP155|SRRT|TRA2B|FUS|SLBP|SRSF2|PPIH|NUP107|THOC3|CHERP|NUP62|SRSF1|NDC1|CPSF4|SRSF6|NCBP2|GLE1|PRKRIP1|CPSF6|AAAS|U2SURP|RBMX|ISY1|NUP43|NUP93|SNRPA|RBM10|WBP11|PRPF8|RBM17|PRPF38A|THOC6|SRSF10|HNRNPD|RAE1|DHX35|SF3B3|PTBP1|EIF4A3|POM121C|NUDT21|SRRM1|CSTF2|PDCD7|NXT1|PPP1CA|DDX46|NXF1|NUP42|DDX39B|TCERG1|THOC2|EFTUD2|UPF3B|SRRM2|MAGOHB|SF3A2|SNRNP25|DDX39A|NUP85|U2AF2|LUC7L3|ALYREF|MAGOH|CSTF3|NUP37|USP39|LSM5|NUP50|SNRNP40|LSM8|SNRPB|DHX8|NUP98|POM121|THOC1|POLR2D|PNN|DDX42|BUD13|CPSF1|RBM25|PPWD1|SRSF7|GPATCH1|CSTF1|SF1|PPIL3|NSRP1|TPR|PPP1R10|POLR2A|POLR2J|RBM39|PRPF31|SF3B2|SNRPF|GTF2F1|DHX9|HNRNPA2B1|NUP58|CWC25|SART1|CCAR1|BUD31|POLR2H|SNRPD1|NUP133,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.00491938241280991,0.0236639257443787,0.407017918923954,-0.490279152411009,-1.71026181361054,55,SC5D|HMGCS1|GPAM|SAR1B|IDI1|FDFT1|SEC23A|PPARA|SEC24B|ACACB|PMVK|CHD9|ELOVL6|CYP51A1|SEC24D|NCOA2|FDPS|INSIG1|RXRA|SCD|SEC24A|LSS|MVK|MTF1|MVD|DHCR7,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,0.00497232336775457,0.0238159351004897,0.407017918923954,0.39014886916473,1.50570102885693,113,SOX9|DMKN|ITGB4|GJB3|EPCAM|KRT19|FABP5|KRT23|KLK7|TFAP2C|CD44|AREG|KRT15|PDX1|TFAP2A|MUC1|LAMA3|KRT5|DLL1|ANXA1|ALDH1A3|KLK5|KLK1|TGFA|LAMB1|LAMA2|ITGA6|KRT17|LAMA5|CXCR4|COL5A1|KRT14|COL11A2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_BASE_EXCISION_REPAIR,0.00500748445070536,0.0238818489187486,0.407017918923954,0.432245972887638,1.559143677584,73,NEIL3|H2AX|LIG1|RFC5|POLE2|POLD1|POLD3|RFC3|RFC2|RFC4|ACD|POLE|FEN1|H2AZ2|UNG|PCNA|LIG3|H2BC9|XRCC1|H2BC26|POLD2|RPA3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_NUCLEOTIDE_CATABOLISM,0.00504665912455019,0.0238872746063173,0.407017918923954,-0.557258030088159,-1.74088036733525,34,TYMP|DPYS|UPB1|AGXT2|NUDT9|UPP2|ENTPD5|XDH|NUDT18|ADPRM|NUDT16|NUDT5|DPYD|PNP,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.00507283519865341,0.0238872746063173,0.407017918923954,0.495828955196908,1.65877059967985,50,CDK1|NCAPG2|PLK1|CCNB1|NCAPD3|H2AX|NCAPH2|H2AZ2|SMC4|KMT5A|PHF8|H2BC9|H2BC26|SMC2|H3C8,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RAC2_GTPASE_CYCLE,0.00505964548620202,0.0238872746063173,0.407017918923954,0.413611893689215,1.51771090613609,86,CYBA|ABR|DEPDC1B|GIT1|TMPO|IQGAP1|ABI2|NHS|ARHGAP39|OPHN1|ARHGAP32|RACGAP1|PAK4|EPHA2|DEF6|DIAPH3|DOCK3|MPP7|RAC2,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_SELENOAMINO_ACID_METABOLISM,0.00520560578369129,0.0244094792210062,0.407017918923954,-0.396597103441405,-1.54968355974113,116,RPS4Y1|PAPSS2|NNMT|RPL9|MAT1A|SEPHS2|SEPSECS|GSR|SARS1|TXNRD1|AIMP1|RPS27L|RPL39L|CTH|RPL26L1|RPL15|KARS1|RARS1|RPL36AL|GNMT|PSTK|RPL17|RPL13A|RPL7|HNMT|RPS26|INMT|RPL34|UBA52|CBS|RPL5,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.00535490290718758,0.0250044838678717,0.407017918923954,0.623987554401044,1.71515059430725,20,UBE2C|CDC20|UBE2S|CDC14A,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,0.00542627043790385,0.0252321575362529,0.407017918923954,-0.492977849063256,-1.66364330927179,46,PSMD7|PSMB2|UBC|PSMA6|PSMA3|PSMB4|PSMA5|PSMB5|VCP|SEL1L|PSMD1|DERL2|OS9|PSMB7|PSMA4|PSMC1|PSMA1|UBA52|PSMC5|PSMD6|PSMC4|PSMB1|PSMC6|PSMD3|RPS27A|ERLEC1|PSMD12|PSMB6|PSMD14|PSMD13,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.00547797958489689,0.0253669096130495,0.407017918923954,0.430625840682206,1.55329973907817,73,CDK1|LMNB1|CCNB2|VRK1|TUBB3|CCNB1|TMPO|TUBA1A|NUP205|NUP188|NUP160|NUP155|NUP107|NUP62|NDC1|TUBB2B|NUP43|NUP93|RCC1|AHCTF1|UBE2I|LMNA|TUBB4B|NUP85|TUBA1B|NUP37|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0.00557902849839769,0.0257280818355861,0.407017918923954,-0.639290769726569,-1.79214368743903,21,ADH4|ADH1A|ADH1C|RDH16|ALDH1A2|RDH11|RDH5|DHRS3|DHRS4|ALDH8A1|DHRS9|AKR1C3,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.00576191978237653,0.0264481198771862,0.407017918923954,-0.607622115888206,-1.76701518648918,25,G6PC1|SOD2|ABCA6|IGFBP1|POMC|FBXO32|PCK1|PPARGC1A|CAT|FOXO1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Down_in_CRC
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.00578256384411599,0.0264481198771862,0.407017918923954,0.421979670545425,1.53652712487145,77,HSPA12A|NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|DNAJB6|NUP107|NUP62|NDC1|SERPINH1|AAAS|HSPA2|NUP43|NUP93|MAPK3|RAE1|HSPA12B|RPA3|DEDD2|DNAJC2|POM121C|RPA2|NUP42|NUP85|ATR|HSPA1B|NUP37|NUP50|HSPH1|NUP98|POM121|RPA1,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.00592426893660033,0.0269856495234529,0.407017918923954,0.577644997502816,1.69528287238715,27,NUP205|NUP188|NUP160|NUP155|NUP107|NUP62|NDC1|NUP43|NUP93|RCC1|AHCTF1|UBE2I|NUP85|NUP37|NUP98|POM121,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0.00632565763234156,0.0286968858442812,0.407017918923954,0.50270597403569,1.63151221544267,43,NUP205|NUP188|NUP210|NUP214|NUP160|NUP155|NUP107|NUP62|NDC1|CPSF4|AAAS|NUP43|NUP93|RAE1|POM121C|NUP42|NUP85|EIF2AK2|NUP37|NUP50|NUP98|POM121|KPNA2|TPR,crc_vs_hep_pooled_reactome,Reactome,crc_vs_hep_pooled_reactome,Up_in_CRC
