,Hep_D1_1,Hep_D1_2,Hep_D1_3,SW1116_D1_1,SW1116_D1_2,SW1116_D1_3,SW48_D1_1,SW48_D1_2,SW48_D1_3
ENSG00000167283.9,1907.259,1903.737,1938.5,3035.865,2373.887,2502.723,1637.139,1418.651,1539.885
ENSG00000167286.11,5,3,8,0,0,0,0,0,0
ENSG00000167291.16,292,305.001,284.007,640,917,843.001,898.005,978.14,964.101
ENSG00000167302.11,302.486,291.191,286.831,270.794,299.032,274.063,719.378,609.917,787.152
ENSG00000167306.21,2386.541,2395.807,2454.431,921.999,1012.992,983,1058.978,1122,1124.001
ENSG00000167311.14,2,0,6,2,0,4,1,5,0
ENSG00000167315.18,5945.124,6094.892,5982.13,773.514,786.31,870.714,538.669,514.597,540.522
ENSG00000167323.13,420.975,449.001,453.001,544.999,642.117,565.001,996.946,1008.805,1011.8
ENSG00000167325.15,1314,1357,1301,3165,4042.999,4209,3353.776,3329.047,3328.736
ENSG00000167332.9,0,0,0,0,0,0,0,0,0
ENSG00000167333.13,299,266,282.606,171.999,215,165,5.001,1,7.715
ENSG00000167346.9,0,0,0,0,0,0,0,0,0
ENSG00000167355.8,0,0,0,68,62.999,59,0,0,0
ENSG00000167359.8,0,0,0,16,10,11,0,0,0
ENSG00000167360.6,0,0,0,2,1,3,0,0,0
ENSG00000167363.14,296,246.002,371.101,141.008,169.999,159.065,521.999,501.574,500.993
ENSG00000167371.21,27.576,27.235,20.088,24.283,22.442,25.2,111.005,123.253,112.868
ENSG00000167377.19,721.881,817.84,730.027,280.694,244.176,222,208.747,228.819,246.155
ENSG00000167378.10,1605.709,1800.057,1512.969,524.963,522.298,604.188,1161.432,1062.298,1125.875
ENSG00000167380.17,342.001,374.383,330.32,447.001,390,362.999,210.999,260.999,263.001
ENSG00000167384.11,108.001,153.001,120,230,253.007,256.969,251.001,256,266.001
ENSG00000167390.8,0,0,0,0,0,0,0,0,0
ENSG00000167393.18,71,50.917,86.11,486.004,426.279,446,317.079,269.216,315.162
ENSG00000167394.13,177.999,148.539,140.6,271.117,292.617,298.51,407.234,345.399,375.872
ENSG00000167395.10,323.386,331.613,318.593,644.438,733.033,670.619,313.364,290.531,337.871
ENSG00000167397.15,2617.165,2338.596,2655.696,587.825,559.501,633.263,458.774,373.963,430.756
ENSG00000167414.5,0,0,0,0,0,0,0,0,0
ENSG00000167419.11,0,0,4,12,13.001,22,1,0,2.851
ENSG00000167434.10,0,0,0,0,0,0,0,0,0
ENSG00000167447.13,859.425,722.005,750,430,540.999,555,480.999,472.001,494.999
ENSG00000167459.17,0,0,0,0,0,0,0,0,1
ENSG00000167460.17,5655.618,6034.492,5409.617,6341.209,6766.242,6514.856,6311.423,6419.784,6504.778
ENSG00000167461.12,1256.046,1229.079,1125.302,1167.596,1106.865,1100.491,1342.746,1247.08,1190.856
ENSG00000167468.20,4611.818,4104,4463.938,1608.001,1303,1514,2835,2394.006,2460.999
ENSG00000167470.14,1563,1702,1709,718,656,717,2888.955,2620.124,2889.502
ENSG00000167476.10,8.182,3.332,6.894,156.132,98.782,130.088,28.934,38.268,37.546
ENSG00000167483.19,96.658,101.578,100.028,30.632,34.686,34.058,112.177,117.665,112.523
ENSG00000167487.12,119,95,117,106,135,141,286.26,243.003,246.138
ENSG00000167491.18,1394,1313.005,1283.008,2011.283,2005.383,2110.999,2311.133,2249.527,2400.52
ENSG00000167494.10,0,0,0,0,0,0,0,0,0
ENSG00000167508.12,643,600,632,194,174,211.999,482.999,494.002,485
ENSG00000167513.9,29,33,32,1013.856,1063.926,1034,1642.665,1452.876,1582.079
ENSG00000167515.11,846.001,728.998,844,855,819.002,806.998,736.015,738.001,741.001
ENSG00000167522.17,1242.662,1185.644,1167.939,1669.716,1826.23,1780.583,3993.146,4135.288,4334.756
ENSG00000167523.15,75.986,71,86.002,320.612,284.02,309.708,279.483,256.989,283.042
ENSG00000167524.17,225.875,182.029,199.9,340.95,347.4,286.641,649.993,631.522,695.636
ENSG00000167525.16,5,9,8,126,119,114,59.999,69.001,55
ENSG00000167526.14,17850.982,15896.749,17841.443,18225.931,14357.104,15795.052,17715.396,14362.911,17364.38
ENSG00000167528.13,534,541.017,430.999,98.003,172,160,175.132,222.039,247.432
ENSG00000167531.6,0,0,0,0,0,0,0,0,0
ENSG00000167535.8,42,47,32,373,365,393.001,382.819,419.002,491.999
ENSG00000167536.14,172.706,107.243,187.361,146.903,171.158,213.001,231,231.008,257.001
ENSG00000167543.16,414.496,436.141,440.597,716.507,617.613,662.971,714.491,657.286,674.259
ENSG00000167548.18,981.828,838.926,851.132,1488.442,1880.931,1653.481,5503.43,6132.913,6679.95
ENSG00000167549.19,9,10,21,20.001,21.999,30,8.001,7,8
ENSG00000167550.11,8,8,10,133.001,121,125,51,57,64
ENSG00000167552.15,72.661,58.402,54.448,483.556,471.64,524.253,1204.716,1126.075,1133.309
ENSG00000167553.17,10302.955,9875.494,9728.069,12253.102,12577.266,14128.746,5117.786,4939.608,4880.392
ENSG00000167554.15,1,1,0,50.027,63,50,0,0,0
ENSG00000167555.14,165.001,196.999,209.039,17.026,5,11,10.763,23.13,32.958
ENSG00000167562.14,39.744,36.012,24.003,216,237.084,237.543,0,0,0
ENSG00000167565.13,193.999,209,237,275,187,251.001,99,99.024,114
ENSG00000167566.17,177.095,187,148,451.225,407,443.991,490.066,462,524.998
ENSG00000167578.18,235.671,223.85,220.735,135.894,114.973,131.234,166.099,143.476,188.231
ENSG00000167580.8,0,0,0,0,0,0,3,0,0
ENSG00000167588.13,583.001,593,580.034,30,16,30.001,28,33,31
ENSG00000167595.16,163.767,159.368,169.985,309.009,290.029,289.037,811.749,728.253,872.71
ENSG00000167600.14,1,1,1,529,590.999,555,1174.999,1098.005,990.999
ENSG00000167601.12,40,30.16,33,414.64,506.577,482.007,101,102.004,100.142
ENSG00000167604.15,21,27,15,156,143.999,131.013,112.004,86.994,113.002
ENSG00000167608.12,3,0,4,232.999,231,202,677,549,616.208
ENSG00000167612.13,25,9,18,5,0,4,0,0,4
ENSG00000167613.16,19.619,25.294,28.461,20.356,23.192,22.971,50.769,64.805,59.913
ENSG00000167614.14,7,12.01,13.999,32,37,26.681,25.023,31.969,23.659
ENSG00000167615.18,1432.84,1296.746,1333.166,1959.987,1726.136,1658.875,8597.032,8223.395,9510.092
ENSG00000167617.3,0,1,3,68,95,71,141,126,87
ENSG00000167618.10,0,0,0,8,5,5,0,0,0
ENSG00000167619.13,0,0,2,36,27,27,163.038,180.004,189.02
ENSG00000167625.12,168.795,132.899,178.971,173.448,211.437,221.796,132.827,127.994,139.291
ENSG00000167632.18,13,22,11,23,29,38,65.999,93,104
ENSG00000167633.18,0,0,0,0,0,0,0,0,0
ENSG00000167634.12,0,0,0,0,0,0,0,0,0
ENSG00000167635.12,2147,2274.691,2061.978,2287,2358.507,2443.966,2093.145,2378,2197.872
ENSG00000167637.18,81.022,120.061,130.122,269.106,319.174,302.185,178.307,158.332,193.728
ENSG00000167641.11,0,0,0,0,0,5,0,0,0
ENSG00000167642.13,109,123,101,5283.305,5119.516,5611.728,3640.926,3203.919,3389.827
ENSG00000167644.12,64.669,82.001,83.88,2077.211,1703.756,1911.123,417.892,333.734,401.735
ENSG00000167645.17,763.273,718.82,743.955,532.796,496.752,479.117,607.208,606.244,632.622
ENSG00000167646.14,2,10,5.676,11.424,4,18,695.501,572.429,650.054
ENSG00000167653.5,8,0,1,33,32,34.151,9,4,11
ENSG00000167654.18,7.569,13.728,4.055,8.003,4.832,8.122,29.196,16.226,24.368
ENSG00000167656.5,0,0,0,18,14,8,10,12,13
ENSG00000167657.14,4245.155,4194.935,4321.702,290.6,299.142,335,635.999,533.975,664.001
ENSG00000167658.16,39493.123,35271.636,37751.527,11445.733,13069,14123.118,56369.465,54898.984,56087.952
ENSG00000167664.9,0,0,0,0,0,0,0,0,0
ENSG00000167670.16,185,155.999,171,487,505,579,1043.988,1051.008,1056.953
ENSG00000167671.12,1892.475,1721.356,1993.631,382.777,457.975,417.239,1163.462,1111.231,1142.116
ENSG00000167674.15,743.999,699.98,755.006,361,351.001,393.002,1277.005,1194.051,1305.555
ENSG00000167676.5,712.152,636,671,0,2,5,104,108,120
ENSG00000167680.17,9.053,15.516,10.087,29.263,22.763,19.013,380.264,358.688,365.715
ENSG00000167685.15,327,285.999,318,277,270.999,269.001,361.279,382.002,441.927
ENSG00000167693.17,60.296,35.768,54.423,706.247,758.432,845.973,1299.883,1224.025,1305.902
ENSG00000167695.15,227.001,179,198,604.009,722.999,667,489.998,461.999,518
ENSG00000167699.14,1887.35,2011.837,1926.741,1898.672,1771.931,1990.001,1595.822,1581.511,1560.641
ENSG00000167700.9,263,194,276,88,112.999,91,296,258.999,257
ENSG00000167701.14,292.999,276.001,261,3,8,6,51,53,57
ENSG00000167702.13,170.235,154.519,140,245.617,221.689,221,1754.478,1541.186,1899.478
ENSG00000167703.15,147.168,152.351,179.975,480.561,551.499,516.831,718.318,677.228,646.485
ENSG00000167705.12,421,333,407,113.001,113,113,365.002,309,341
ENSG00000167711.14,1369.216,1315,1335,87,56,65,20,12,19
ENSG00000167716.19,979.001,781.999,940.999,334.001,376,355,1472,1430.002,1645.002
ENSG00000167720.13,172.077,205.833,189.696,123.739,101.949,102.754,151.133,148.873,115.729
ENSG00000167721.11,2944.992,2922.375,2855.235,3090.415,3328.659,3384.867,3526.566,3370.013,3536.574
ENSG00000167723.15,61,59.96,70,36,30,31.398,79.922,55.994,76.316
ENSG00000167733.14,61.001,34.787,56.091,15,8,28,84.001,72,74.001
ENSG00000167740.10,540.703,527,516,198.061,135.016,203,209.557,256.99,240.168
ENSG00000167741.11,5,4,6,36.016,34.008,45.969,38.137,40.015,32.309
ENSG00000167747.17,884.999,780,814.073,1312.999,1451.021,1503.999,1827.999,1692.022,1799.999
ENSG00000167748.11,0,0,0,176,182,219,0,2,0
ENSG00000167749.12,1,1,1,2.112,4,1,25,17.806,19.285
ENSG00000167751.13,2.019,0,0,0,0,0,0,5.018,1
ENSG00000167754.13,0,0,0,1554.973,1465.754,1615.999,33.999,31,40
ENSG00000167755.15,0,0,0,12484.902,12013.525,13325.031,1424.999,1357.006,1298
ENSG00000167757.14,0,0,0,192.001,193,201,67,59,54
ENSG00000167759.13,0,0,0,7,10,11,6,7,1
ENSG00000167766.21,131,153.168,137.207,599.016,523.523,449.284,15.124,8.109,13.826
ENSG00000167767.14,825.125,810,834.573,2665.11,3100,2993,1273,1286.037,1341
ENSG00000167768.4,0,0,0,0,0,0,0,0,0
ENSG00000167769.5,1,0,0,0,0,0,1,0,1.97
ENSG00000167770.13,1714.591,1739.999,1785.025,2375.006,2501.816,2563.978,1951.797,1855.566,1919.782
ENSG00000167771.6,0,6,1,7,5,4,106,85,70
ENSG00000167772.12,4100.823,3683.044,3969.188,6,11,11,7,6,14
ENSG00000167774.2,44.673,61.95,60.247,65.492,62.772,82.032,108.472,8.033,74.657
ENSG00000167775.11,771.001,628.001,755.02,671.581,716,748,996.707,955,1032
ENSG00000167778.9,998.899,994.999,999.987,530,609,644.106,971.641,992,998.999
ENSG00000167779.9,28,45,33,1839.999,1597,1708.166,278.599,212,222
ENSG00000167780.12,10,12,9,6,2,3,10,4,2
ENSG00000167785.9,302.999,324,271,351.095,331.886,313.001,553.508,515.419,544.04
ENSG00000167791.14,0,0,0,0,0,0,0,0,2
ENSG00000167792.13,1636,1479,1510.999,2668,2923.623,3207.355,4550.012,4497.883,4401.726
ENSG00000167797.8,327.001,297,353.076,628.142,518.225,455.999,727,672.989,689
ENSG00000167798.20,0,1.593,8.212,0,0,0,0,0,0
ENSG00000167799.10,240,222.999,190.751,93,130.001,101,299,284.001,270
ENSG00000167800.10,2,0,2,3,4,0,3,2,1
ENSG00000167807.15,32.908,8.992,23.341,25.718,19.667,24.493,61.328,65.047,66.326
ENSG00000167815.12,1877.911,1732,1873.952,2069.006,2054.982,2316,2908.115,2618.865,2683.999
ENSG00000167822.3,0,0,0,0,0,0,0,0,0
ENSG00000167825.3,0,0,0,0,0,0,0,0,0
ENSG00000167840.14,145.191,147.572,148.252,394.132,342.199,408.44,217,162,193.001
ENSG00000167842.16,440.91,475.966,424,540.796,599.332,613.376,328.875,348.533,306.882
ENSG00000167850.4,0,1,0,8,14,12,0,0,1
ENSG00000167851.15,0,0,0,1,0,1,0,3,0
ENSG00000167858.13,1,1,0.911,0,0,0,1,0,0
ENSG00000167861.16,101,107.001,103,122.999,130,120.001,1169,1105.776,1251.161
ENSG00000167862.10,1142,987,1035.001,1176.001,1004,1126,447,388,489
ENSG00000167863.12,3302.448,3302.056,3404.013,4115.629,3125.996,3532.293,1109.001,976.307,1111.958
ENSG00000167874.7,8,8,16,13,6,10,49,39,63
ENSG00000167880.8,5,2,4,2699.001,2878.304,2657.014,3281.124,3208.66,3416.001
ENSG00000167881.15,2595.006,2741,2665.578,1729.001,2120.001,2186,3014,3083,3029.967
ENSG00000167889.13,0,0,0,28,24,24,7,10,18
ENSG00000167895.16,0,4,1,269,220,232.001,683,666,787
ENSG00000167900.12,96,73.001,79,3660,3453.973,3994.805,2135.8,1873.999,2050
ENSG00000167904.16,952.75,1261.002,1089.001,578.014,592,547.001,663.035,695,699.017
ENSG00000167910.4,2,2,1,0,0,0,1,0,0
ENSG00000167912.8,14,26,13,4,0,0,0,0,0
ENSG00000167914.12,4,13.044,14.995,30.471,65.005,29,7.013,5.907,7
ENSG00000167916.5,0,0,0,0,0,0,0,0,0
ENSG00000167920.12,485.001,428,495.001,194,188.001,187,79.04,69,75.001
ENSG00000167925.17,404.999,338,360,629.999,585.999,633,701,699,712
ENSG00000167930.17,663.999,631,666,1483.805,1692.506,1543.999,1041.465,1067.758,1043
ENSG00000167941.3,4,3,1,1,1,3,3,2,0
ENSG00000167962.15,1243,1015.001,1116.999,1459.999,1741,1600.539,2432.003,2161.447,2464.621
ENSG00000167964.13,16,17,21.001,37,22,20,236,268,223.001
ENSG00000167965.18,605.001,526,620.001,772.76,813.388,853.89,901.83,753.243,895.603
ENSG00000167967.16,422.001,379.001,428.307,551,539.002,580.999,2059.938,1819.968,2100.001
ENSG00000167968.13,0,4,1,10,17.293,16,34,29.032,36.503
ENSG00000167969.13,1326.288,1110.999,1267,1502,1326.941,1527.103,1162,990,1129.004
ENSG00000167971.16,0,0,3.3,8.525,12.679,4.636,60.453,52.009,39.965
ENSG00000167972.14,198,196,235,45,35,53,1597,1783.442,1805.222
ENSG00000167977.9,1169,1137,1101,1791.009,1735.999,1899.994,1578.72,1425,1426
ENSG00000167978.19,4091.23,3598.333,3608.708,6050.026,7663.072,6303.806,16712.03,17468.873,19273.361
ENSG00000167981.7,111,139,132,268,302.759,272,186,190,205
ENSG00000167984.18,9,8,7.033,12.14,22,5.717,63.021,56.76,53.202
ENSG00000167985.7,1168.061,1209.743,1143.708,796.802,849.495,915.332,458.41,435.381,458.639
ENSG00000167986.15,4655.977,4501.261,4399.221,4891.369,6129.001,6186.096,5469.162,5526.652,5840.077
ENSG00000167987.11,530.635,519.001,526,407,389,429,409,428.075,444
ENSG00000167992.14,450.997,461.048,440.214,19,11.991,20.999,165.036,144.318,175.005
ENSG00000167994.13,12,19,23,235,249.999,285,6,5,6
ENSG00000167995.17,111.729,127.389,138.626,412.966,405.873,303.76,77.091,70.684,76.908
ENSG00000167996.16,67872.176,67017.573,67078.784,43436.521,43052.124,45235.385,14891.039,12713.542,13773.117
ENSG00000168000.16,254.262,234.315,281.137,893.401,726.912,778.055,1697.556,1481.65,1717.371
ENSG00000168002.12,1103.001,1010.005,1090.002,1471,1384,1519.776,797,755.073,753.999
ENSG00000168003.19,17862.219,17637.62,17720.123,10851.741,11368.583,12547,6065.001,5542.018,5860.001
ENSG00000168004.10,0,0,0,1,4,4,0,0,0
ENSG00000168005.9,113,99,124,1285.001,1277.001,1338,589,516,609.002
ENSG00000168010.11,106.24,104.001,95.607,188.999,191.225,179.19,445.394,422.775,446.861
ENSG00000168014.18,382.192,378.608,376.516,574.622,646.864,622.615,1260.83,1394.098,1329.691
ENSG00000168016.15,936.01,895.999,934,114,140,113,375,383.001,386
ENSG00000168026.19,43.999,59.993,52,20,27,13,81,62,80
ENSG00000168028.15,17618.212,16512.865,17637.301,18885.851,17492.389,20038.819,22888.519,21525.21,22058.211
ENSG00000168032.10,0,0,0,2,6,2,1,0,2
ENSG00000168036.18,9196.594,9410.001,9075.18,3609.001,5029.767,5020,5131.657,5001.094,5322.033
ENSG00000168038.11,56,34,42,36,32,29,76,76,66
ENSG00000168040.5,1110,1095.506,1084,579,626,672.829,234.364,259,271
ENSG00000168056.18,468.043,463.006,430.064,2124.324,2177.564,2038.073,1113.22,926.092,1061.313
ENSG00000168060.16,5,2,2,1,2,4,5,9,4.999
ENSG00000168061.17,234.999,259,250.999,391.999,348.004,395,829.001,648.999,689
ENSG00000168062.10,36,39,51,223,219,248,1,1,4
ENSG00000168065.16,5,2.108,4,29,21,26,7,18.999,14.999
ENSG00000168066.22,1929,2067.003,2064.097,2812.001,3577.999,3381.029,5563.592,5569.935,5876.391
ENSG00000168067.12,122.126,121.612,122.114,230.969,245.107,211.47,968.267,956.815,965.488
ENSG00000168070.12,10,11,17,8,14,8,0,1,0
ENSG00000168071.22,117.016,90.999,108.012,64.001,55.999,56.001,126,100.063,129.003
ENSG00000168077.14,120,92,120,140,150,152,319,335,307
ENSG00000168078.10,5,9,6,315,328.999,361,1049.001,1172,1086
ENSG00000168079.17,0,0,0,7,4,4,0,0,0
ENSG00000168081.9,0,0,0,0,0,0,0,0,0
ENSG00000168090.10,1745.056,1714.001,1713.001,3825.999,3177.656,3564.781,1415.001,1305,1391.998
ENSG00000168092.14,2951.426,3511.999,3049.087,2621,2710.128,2788.878,2038.003,2081.851,2108.789
ENSG00000168096.15,122.003,157.001,149.211,263.057,313.002,255.728,392.002,381.499,447.75
ENSG00000168101.15,478,456,518,269,263,312.999,259,238,260
ENSG00000168116.14,331.516,371.001,337.704,267,273.708,255,296.387,352.368,318.55
ENSG00000168118.12,2017,2069.001,2061.999,633,625,607,601.001,570,645.844
ENSG00000168122.4,0,0,0,3.235,0.837,0,0,0,0
ENSG00000168124.3,7,2,5,3.998,4,1,4,10.004,10.531
ENSG00000168126.3,0,0,0,0,0,0,4,1,6
ENSG00000168129.8,0,0,0,0,0,0,0,0,0
ENSG00000168131.4,0,0,1,1,0,0,2,4,0
ENSG00000168135.4,1,4,1,3,6,3,11,10,13
ENSG00000168137.20,1263.2,1290.272,1293.999,1259.999,1456.002,1398.999,2393.536,2635.929,2917.851
ENSG00000168140.5,325,292,362,206,199,210,177,191.042,171
ENSG00000168143.9,9,7,8,294.992,404.187,336.261,326,402,408.777
ENSG00000168148.4,1,0,0,0,0,3,0,0,2
ENSG00000168152.13,184,168,138,149.999,155,167,167,138.073,152.077
ENSG00000168158.4,0,0,1,0,0,0,0,0,1
ENSG00000168159.15,2244.997,2017.695,2135.015,1425,1542,1600,3446,3325.556,3245.219
ENSG00000168172.9,743.971,893,752.197,831.306,965.13,825.755,575.519,676.563,680.439
ENSG00000168175.16,2311.9,2672,2395.051,1850.046,1832.39,2009,2667.182,2708.352,2719.738
ENSG00000168209.6,758,783.001,788.001,1807,1954.908,2282,986.926,906,1003.066
ENSG00000168214.22,1083,1189.522,1035.014,1111.999,1344.796,1212.004,1184.001,1351.535,1433.454
ENSG00000168216.13,673.036,790.999,671.048,334.005,313.158,294.017,324.5,383.951,396.1
ENSG00000168228.16,210.336,217.003,214.62,330.207,295.985,317,256.022,304.005,328.681
ENSG00000168229.4,0,0,0,0,0,0,0,0,0
ENSG00000168234.13,1856.635,1982.242,1878.672,129.001,168.359,159.744,639.311,660.112,717.258
ENSG00000168237.18,253.999,251.998,209.999,409,478,475.999,229,230,233.999
ENSG00000168243.11,2,9,2.999,412.017,444,415.859,176.661,209.411,177.102
ENSG00000168246.6,596,650,606,503,608,547,368,323,357
ENSG00000168255.20,238.45,186.243,178.482,139.161,142.587,118.759,1229.772,1227.405,1165.435
ENSG00000168256.18,1011.77,935.999,908.125,1081.574,1071.02,1107.12,522.818,402.178,539.855
ENSG00000168259.17,2513.422,2683.788,2642.863,3728.945,3690.022,4006.252,1849.807,1880.707,1779.497
ENSG00000168263.9,0,0,0,1,2,1,3,4,4
ENSG00000168264.11,1565.023,1666.669,1560.757,2346.871,2344.247,2324.507,2944.965,2955.54,2751.231
ENSG00000168267.7,0,0,0,0,0,0,0,0,0
ENSG00000168268.11,117.001,172,119,632,683,657.001,2273,2086.757,2334.645
ENSG00000168269.10,0,0,0,0,0,0,0,0,0
ENSG00000168273.8,196,185.001,195.001,269.037,285,278.999,114.001,100.267,132.354
ENSG00000168275.16,711.25,774.778,764.659,1095.295,785.533,965.103,240.442,217.464,183.525
ENSG00000168280.18,85.999,93,85,13,12,14,7,5.001,11.993
ENSG00000168282.6,1582.45,1730,1691,503.641,655.568,742.242,520,500.052,536.442
ENSG00000168283.14,2036.801,2460.299,2026.03,901.787,1037.001,969,1511.589,1654.787,1682.98
ENSG00000168286.3,169.314,186.274,188,367.92,386,383,726,670.534,773
ENSG00000168288.13,4210.282,4627.654,4215.927,2549.753,2354.862,2680.745,1779.881,1759,1753.849
ENSG00000168291.13,2249.898,2513.245,2313.385,1204,1094.001,1334.997,1076.615,1033.7,978.711
ENSG00000168297.16,196.001,218.999,183,112,127,97,243,256.999,324
ENSG00000168298.7,77.688,65.29,81,0,2,1,12,5,8
ENSG00000168300.14,446,576.048,466,512,490,468.126,375,363.001,371
ENSG00000168301.13,240.999,260,244,111,95,81.999,132.999,128,115
ENSG00000168303.9,785.901,861.938,815.001,1025.68,770.016,969.116,443.403,356.954,382.181
ENSG00000168306.13,100,105.999,112.999,6,5,1,1,1,7
ENSG00000168309.18,1,0,0,0,0,0,0,0,2
ENSG00000168310.12,328,306.999,280,420,401.001,437,257.001,261.999,265.001
ENSG00000168314.19,3.001,2,2,5,2,0,7.533,13.893,12.967
ENSG00000168329.14,0,1,2,0,0,0,0,0,1
ENSG00000168333.14,0,0,0,0,0,0,0,0,0
ENSG00000168334.9,0,0,1,0,1,0,0,0,0
ENSG00000168348.4,0,1,0,0,0,0,0,0,1
ENSG00000168350.8,1.003,1.008,2.008,4,3,10,122.917,113,122.861
ENSG00000168356.13,17.354,14.969,15.232,9,12.037,5.968,26.927,23.308,45.821
ENSG00000168367.11,1,1,0,0,1,0,0,0,0
ENSG00000168374.11,6103.188,6809.999,5996.018,4130.541,3691.052,3713.134,2588.585,2448.06,2407.032
ENSG00000168385.18,3576.965,3756.278,3470.556,6089.416,7155.894,7055.423,3888.008,3944.213,4054.464
ENSG00000168386.19,1232.001,1264.999,1156.001,62,43.001,74,14.001,18,9
ENSG00000168389.18,207,273,195.999,335.001,359.001,332.99,288,320.999,328
ENSG00000168393.13,485,472.052,532.784,1194.984,1287.011,1368,458.053,409,493.935
ENSG00000168394.13,2510.207,2524.349,2640.178,1948.872,2000.742,2243.655,2623.297,2489.669,2623.771
ENSG00000168395.16,423.634,397.834,391.214,1113.926,976.796,1021.36,710.004,652.611,643.059
ENSG00000168397.17,832.999,813.002,872.05,1254,1315.448,1311.011,1062.523,1168.001,1107.001
ENSG00000168398.7,11,3,5,47,83,66,0,0,1
ENSG00000168404.13,205.008,204.001,175.011,526.999,536.9,606.001,395.687,334.009,409.972
ENSG00000168405.18,25,16,25,0,0,3,0,0,0
ENSG00000168411.14,748.001,826.001,761.419,2066.962,2427.879,2376,1835.001,1924.999,1842.122
ENSG00000168412.7,3.977,3.159,7.021,40.692,29.767,57.145,61.901,90.346,89.113
ENSG00000168418.8,0,0.996,2.042,4,1,0,1,1,1.01
ENSG00000168421.14,4.001,0,1,0,0,3,0,2,0
ENSG00000168427.9,4.022,2,7,19,14.006,17,42.004,37,32.001
ENSG00000168434.13,156.049,125.955,130.578,228.873,183.835,212.554,543.215,521.555,575.467
ENSG00000168438.15,910.002,1007.463,902.952,514.011,600.033,584,804.142,910.464,891.01
ENSG00000168439.17,3636.465,3562.667,3424.253,7535.654,7875.956,8703.999,3482.01,3415.701,3316.864
ENSG00000168447.11,0,0,0,2,9,0,0,0,0
ENSG00000168453.16,0,1,0,233,300.999,264.001,1590.813,1519.004,1770.999
ENSG00000168454.13,0,0,0,0,0,0,0,0,0
ENSG00000168461.13,11,10,17,37,68,51,0,0,1
ENSG00000168476.12,421.999,380,391.999,384,391,411.001,1783.999,1538.001,1726.806
ENSG00000168477.21,56.796,45.015,78.239,29,15,30,40.438,53.754,54
ENSG00000168481.9,5,5,6,4,5,5,2,1,5
ENSG00000168484.13,0,0,2,0,0,0,1,0,0
ENSG00000168487.20,902.999,777.001,824.003,220,214.001,219.999,1883.209,1900.281,1923.463
ENSG00000168488.19,1591.515,1425.101,1475.384,2743.725,3526.467,3266.884,3576.545,3364.287,3767.451
ENSG00000168490.14,87,92,114,9,17,18,74,78,74
ENSG00000168491.10,24,14,28.001,22,13,19,19,16,26
ENSG00000168495.13,410.375,402.999,386,424.078,482.902,516,788,813.926,847.871
ENSG00000168496.4,598,596.406,604,3089,3070,3374,1051.999,1013.863,1070
ENSG00000168497.5,4,2,1,7,13,9,0,0,0
ENSG00000168502.18,159,119,131,257.001,301.001,277.001,782,830.001,899.999
ENSG00000168505.7,0,0,0,0,0,1,0,0,0
ENSG00000168509.20,154.999,132,154.999,0,0,1,0,0,0
ENSG00000168515.3,0,0,0,0,0,0,0,0,0
ENSG00000168517.11,119.965,84.698,112.197,103.603,112.693,121.847,257.784,251.583,249.266
ENSG00000168522.13,2086.323,2309.65,2143.573,3260.88,3338.075,3283.967,1151.329,1120.158,1060.737
ENSG00000168528.12,2601.998,2420.002,2577.001,3912.01,3841.057,3804.56,1039,930.251,954.999
ENSG00000168530.16,0,0,0,0,0,0,0,0,0
ENSG00000168538.16,914,904.999,805,460,517.001,558.999,945.999,975,974
ENSG00000168539.4,0,0,0,31,40,53,5,0,2
ENSG00000168542.17,0,0,0,0,3,1,0,0,0
ENSG00000168546.11,0,0,0,0,1,0,0,0,0
ENSG00000168556.7,178,179,184,266,289,243,246,228.175,206
ENSG00000168564.6,692,778,725,650,654,617,326,358,314
ENSG00000168566.13,650,820.001,653.008,450,554,456.001,879,900.002,911
ENSG00000168569.8,245.384,266.737,309.529,300.106,271.357,299.699,110.023,104.847,125.941
ENSG00000168575.10,1603.351,1543,1573.944,2160.001,3116.414,3072.368,549,583.576,604.867
ENSG00000168582.5,0,0,0,0,0,0,0,0,0
ENSG00000168589.15,2.682,2,6,8,1,5,0,0,0
ENSG00000168591.16,815.004,741.99,684.634,731.86,746.486,899.861,534.038,510.921,575.241
ENSG00000168594.15,0,1,0,0,0,0,3,1,0
ENSG00000168610.16,4197.509,4303.791,4134.782,1379.707,1772.964,1688,3297.943,3634.444,3576.607
ENSG00000168612.5,196.658,189.05,211.004,303.703,262.986,282.015,145.137,192.84,192.577
ENSG00000168615.13,1193.103,1242.011,1114.003,3638.11,4871.165,4686.981,1062.002,1157.177,1131.003
ENSG00000168619.16,0,0,0,0,0,0,0,0,0
ENSG00000168621.15,268.987,289.946,257.941,0,0,0,0,0,0
ENSG00000168630.3,0,0,0,0,0,0,0,0,0
ENSG00000168631.14,0,0,0,6,10,17,8,8,0
ENSG00000168634.5,0,0,0,1,0,1,0,0,0
ENSG00000168646.14,13,18,23,1835.75,1982.465,1965,11494.034,11397.82,12293.662
ENSG00000168653.11,3084.528,3121,3000,2406.257,1780,2276.673,2435.998,2068,2223.87
ENSG00000168658.20,0,0,0,0,0,0,0,0,1
ENSG00000168661.15,172,163,137,81,77,84,150,135.999,125.999
ENSG00000168671.10,8,5,2,1,1,1,0,0,0
