,Hep_D1_1,Hep_D1_2,Hep_D1_3,SW1116_D1_1,SW1116_D1_2,SW1116_D1_3,SW48_D1_1,SW48_D1_2,SW48_D1_3
ENSG00000248008.5,248.013,258.006,238.172,179.366,230.449,198,507.809,554.053,521.112
ENSG00000248015.7,5.489,1.727,0,0,0,0,6.23,4.094,6.803
ENSG00000248019.3,14.357,9.968,6.451,8.417,8.352,4.847,57.325,68.089,56.976
ENSG00000248027.1,18,12,10,5,4,10,6,12,19
ENSG00000248029.2,0,0,0,0,1,0,0,1,4.861
ENSG00000248049.8,231.82,219.627,231.478,229.963,227.934,252.229,171.094,174.317,202.958
ENSG00000248050.1,3,8,1,1,1,2,0,0,0
ENSG00000248079.4,1,1,3,1,0,0,0,0,2
ENSG00000248092.8,664.623,662.707,606.181,511.199,552.004,523.176,763.362,712.56,858.799
ENSG00000248098.12,559.78,411,427.327,268,334,315,663.975,601.001,682.997
ENSG00000248099.4,0,0,0,3,0,3,0,0,0
ENSG00000248100.2,6,6,6,1,7.004,4,5,23,18
ENSG00000248101.2,0,6.424,17.717,29.519,29.064,10.408,93.407,45.22,46.594
ENSG00000248103.1,0,0,0,0,0,1,0,0,1
ENSG00000248104.1,0,0,0,0,0,0,0,0,0
ENSG00000248105.1,0,0,0,0,0,0,0,0,0
ENSG00000248106.2,0,0,0,0,0,0,0,0,0
ENSG00000248107.2,0,0,0,0,0,0,0,0,0
ENSG00000248109.3,0,0,0,0,0,0,0,0,0
ENSG00000248112.1,7,2,1,6,4,3,0,0,0
ENSG00000248113.2,0,0,0,0,0,0,0,0,0
ENSG00000248114.1,1,6,1,1,0,1,0,0,0
ENSG00000248115.1,0,0,0,0,0,0,1,0,3
ENSG00000248117.1,0,0,0,0,0,0,0,0,0
ENSG00000248118.2,0,0,0,0,0,0,0,0,0
ENSG00000248120.1,0,0,0,0,0,0,0,0,0
ENSG00000248121.9,0,0,0,0,0,0,0,0,0
ENSG00000248122.1,0,0,1,0,0,0,0,0,0
ENSG00000248124.11,0,0,8.044,0,0,0,0,0,2.291
ENSG00000248125.2,0,0,0,0,0,0,0,0,0
ENSG00000248126.1,0,0,0,0,0,0,0,0,0
ENSG00000248127.1,0,0,0,0,0,0,0,0,0
ENSG00000248128.1,0,0,0,0,0,0,0,0,0
ENSG00000248131.6,1,0,1,0,0,0,0,0,0
ENSG00000248132.3,0,0,0,0,0,0,0,0,0
ENSG00000248133.1,0,0,0,0,0,0,0,2,0
ENSG00000248134.1,0,0,0,0,0,0,0,0,0
ENSG00000248136.1,0,0,0,0,0,0,0,0,0
ENSG00000248137.1,0,0,0,0,0,0,0,0,0
ENSG00000248138.5,0,0,0,0,0,0,0,0,0
ENSG00000248139.2,0,0,0,0,0,0,0,0,0
ENSG00000248143.1,0,0,0,0,0,0,0,0,0
ENSG00000248144.6,267,251.566,203,0,0,0,0,0,0
ENSG00000248145.2,0,0,0,0,0,0,0,0,0
ENSG00000248148.1,0,0,0,0,0,0,0,2,2.467
ENSG00000248150.1,1,0,0,0,0,1,0,0,1
ENSG00000248152.2,0,0,0,0,0,1,1,3,1
ENSG00000248155.1,0,0,0,0,0,0,0,0,1
ENSG00000248156.2,0,0,0,0,0,0,0,0,0
ENSG00000248159.1,0,0,0,0,0,0,0,0,0
ENSG00000248160.1,0,0,0,0,0,0,0,0,0
ENSG00000248161.5,26,30,22.056,1,0,1,11,5.223,2
ENSG00000248162.1,0,0,0,0,0,0,0,0,0
ENSG00000248165.1,0,0,0,0,0,0,0,1,0
ENSG00000248167.7,0,0,0,0,0,5.46,0,0,0
ENSG00000248170.1,0,0,0,0,0,0,0,0,0
ENSG00000248172.1,0,0,0,0,0,0,0,0,0
ENSG00000248174.8,5.019,12.714,10.07,8.416,6.171,18.465,25.593,34.609,29.429
ENSG00000248176.2,0,0,0,0,0,0,0,0,0
ENSG00000248180.1,2,0,0,0,0,0,2,0,2
ENSG00000248184.1,0,0,0,0,0,0,0,0,0
ENSG00000248185.1,0,0,0,0,0,0,0,0,0
ENSG00000248187.1,303,362,333,0,0,0,0,0,0
ENSG00000248188.2,0,0,0,0,0,0,0,0,0
ENSG00000248191.1,0,0,0,0,0,0,0,0,0
ENSG00000248192.1,0,0,0,0,0,0,0,0,0
ENSG00000248195.1,0,0,0,0,0,0,0,0,0
ENSG00000248196.1,4,4,2,1,1,1,0,5,5
ENSG00000248197.1,0,0,0,0,0,0,0,0,0
ENSG00000248199.2,0,0,0,0,0,0,0,0,0
ENSG00000248200.2,1,7,1,0,0,0,0,0,0
ENSG00000248202.2,0,0,0,0,0,0,0,0,0
ENSG00000248203.1,0,0,0,0,0,0,0,0,0
ENSG00000248205.1,0,0,0,0,0,0,0,0,0
ENSG00000248206.2,16.011,23.075,27.028,19.105,15.129,15.036,1.007,1,0
ENSG00000248208.1,0,0,0,0,0,0,0,0,0
ENSG00000248209.1,0,0,0,0,0,0,0,0,0
ENSG00000248210.2,0,0,0,0,0,0,0,0,0
ENSG00000248211.1,0,0,0,0,0,0,0,1,3
ENSG00000248213.3,5,3,9,1.015,4.992,4,5,3.675,7
ENSG00000248215.6,0,0,0,0,0,0,0,0,1
ENSG00000248216.1,0,0,0,1,0,0,0,0,2
ENSG00000248221.1,0,0,0,0,0,0,0,0,0
ENSG00000248222.5,0,0,0,0,0,0,0,0,0
ENSG00000248223.1,3.003,0,2.581,0,0,1.049,0,0,0
ENSG00000248227.1,0,0,0,0,0,0,0,0,0
ENSG00000248228.2,0,1,0,0,0,0,0,0,0
ENSG00000248229.1,0,0,0,0,0,0,0,0,0
ENSG00000248231.1,0,0,0,0,0,0,0,0,0
ENSG00000248234.1,0,0,0,0,0,0,0,0,0
ENSG00000248235.6,1.889,0,0,0,0,0,5.83,4.608,3.781
ENSG00000248236.1,0,0,0,0,0,0,0,0,0
ENSG00000248237.2,0,0,0,0,0,0,0,0,0
ENSG00000248238.2,0,0,0,0,0,0,0,0,0
ENSG00000248240.1,0,1,1,1,2,1,2,0,3
ENSG00000248242.1,0,0,0,0,0,0,0,0,0
ENSG00000248243.1,4,1,5,15,17,25,16.294,19,15
ENSG00000248245.1,0,0,0,1,0,0,0,3,1
ENSG00000248249.1,0,0,0,0,0,0,0,0,0
ENSG00000248254.1,0,1.143,1.178,0,0,1.132,1.064,1.387,1
ENSG00000248256.1,0,0,0,0,0,0,0,0,0
ENSG00000248257.8,0,0,0,0,0,0,0,0,0
ENSG00000248259.1,0,0,0,0,0,0,0,0,0
ENSG00000248261.2,0,0,0,0,0,0,0,0,0
ENSG00000248262.1,0,0,0,0,0,0,0,0,0
ENSG00000248265.2,0,1,5,14,18,20,32,29.758,33
ENSG00000248266.1,0,0,0,0,0,0,0,0,0
ENSG00000248268.1,0,0,1,2.785,1.204,5.763,3.163,0,0
ENSG00000248271.1,0,2,0,0,0,0,0,0,0
ENSG00000248275.3,53.026,47.999,49,93.509,68.001,84,58.895,72.001,53.009
ENSG00000248278.1,5.018,12.048,5.015,4.951,2.009,5.005,5.02,1.002,1
ENSG00000248279.5,0,0,0,0,0,0,0,0,0
ENSG00000248281.1,0,0,0,0,0,0,0,0,0
ENSG00000248282.1,0,0,0,0,0,0,0,0,0
ENSG00000248283.2,0,0,0,0,0,0,1,2,2
ENSG00000248285.1,0,0,0,0,0,0,0,0,0
ENSG00000248286.1,0,0,0,0,0,0,0,0,0
ENSG00000248287.1,0,0,0,0,0,0,0,0,0
ENSG00000248288.1,0,0,0,0,0,0,0,0,0
ENSG00000248290.1,20.022,41.139,32.164,0,0,0,1.245,1.246,0
ENSG00000248293.1,0,0,0,0,0,0,0,0,0
ENSG00000248295.2,0,0,0,0,0,0,0,3,1
ENSG00000248296.1,0,0,0,0,0,0,0,0,0
ENSG00000248300.1,0,0,0,0,0,0,0,0,0
ENSG00000248302.3,0,0,0,0,0,0,0,0,0
ENSG00000248305.1,0,0,0,0,0,0,0,0,0
ENSG00000248307.6,0,0,0,0,3,0,0,0,0
ENSG00000248308.1,0,0,0,0,0,0,0,0,0
ENSG00000248309.9,5,8.006,10,7,19.992,8,7,9,10
ENSG00000248311.1,0,0,0,0,0,0,0,0,0
ENSG00000248313.1,0,0,0,0,0,0,0,1.135,2.398
ENSG00000248315.1,0,0,0,0,0,0,0,0,0
ENSG00000248317.2,0,0,0,0,0,0,0,0,0
ENSG00000248318.1,6,0,6,7,5,5,2,4,13
ENSG00000248319.4,12,11.908,15.008,7.875,13.012,6.982,50.338,46.942,75.025
ENSG00000248320.1,0,0,0,1.944,0,0,0,0,1.164
ENSG00000248322.1,0,0,0,0,0,0,0,0,0
ENSG00000248323.8,771.004,860.998,696,290.998,320.302,290.677,87.015,85,114
ENSG00000248327.1,0,1,0,0,0,0,0,0,0
ENSG00000248328.1,0,0,0,0,0,0,0,0,0
ENSG00000248329.6,0,0,0,0,0,0,0,0,0
ENSG00000248330.5,0,0,0,0,0,0,0,0,0
ENSG00000248332.6,0,0,0,0,0,0,0,0,0
ENSG00000248333.9,1478.452,1404.785,1339.595,1622.687,1539.659,1705.865,1661.144,1598.597,1707.217
ENSG00000248334.7,2.1,2.76,3.118,0,0,0,0,0,0
ENSG00000248335.1,0,0,0,0,0,0,0,0,0
ENSG00000248336.1,0,0,0,0,0,0,0,0,0
ENSG00000248337.1,0,0,0,0,0,0,0,0,0
ENSG00000248338.2,0,0,0,0,0,0,0,0,0
ENSG00000248339.1,0,0,0,0,0,0,0,0,0
ENSG00000248340.2,0,0,0,0,1,0,0,0,0
ENSG00000248343.1,0,0,0,0,2.601,5.656,0,0,0
ENSG00000248346.1,0,0,0,0,0,0,0,0,0
ENSG00000248347.3,0,0,0,0,0,0,0,0,0
ENSG00000248349.1,0,0,0,0,0,0,0,0,0
ENSG00000248350.1,0,0,0,0,0,0,0,0,0
ENSG00000248351.1,0,0,0,0,0,0,0,0,0
ENSG00000248355.1,0,0,0,0,0,0,0,0,0
ENSG00000248356.1,2,0,1,0,1,0,2.038,1,6
ENSG00000248358.2,0,0,0,0,0,0,0,0,0
ENSG00000248359.2,0,0,0,0,0,0,0,0,0
ENSG00000248360.7,185.119,156.017,166.852,286.683,239.84,236.922,360.101,398.439,436.469
ENSG00000248362.1,1,2,0,0,0,0,0,0,0
ENSG00000248363.5,0,0,0,0,0,0,0,0,0
ENSG00000248364.1,0,0,0,0,0,0,0,0,0
ENSG00000248365.3,0,0,0,0,0,0,0,0,0
ENSG00000248366.1,0,0,0,0,0,0,0,0,0
ENSG00000248367.2,2,4,2,21.001,2,5,7,5,4
ENSG00000248369.1,0,0,0,0,0,0,0,0,0
ENSG00000248370.2,0,0,0,0,0,0,0,0,0
ENSG00000248371.5,0,0,0,0,0,0,0,0,0
ENSG00000248373.7,1,1,0,0,0,1,0,0,0
ENSG00000248374.1,0,0,0,0,0,0,0,0,0
ENSG00000248375.1,0,0,0,0,0,0,0,0,0
ENSG00000248376.2,0,0,0,0,0,0,0,0,0
ENSG00000248377.1,0,0,0,1,0,0,0,0,0
ENSG00000248378.1,0,0,0,0,0,0,0,0,0
ENSG00000248383.5,15,14,10,3,2,5,2.975,9,4
ENSG00000248385.8,0,0,0,0,0,0,0,0,0
ENSG00000248387.1,0,0,0,0,0,0,0,0,0
ENSG00000248388.5,0,0,0,0,0,0,0,0,0
ENSG00000248391.6,0,0,0,0,0,0,0,0,0
ENSG00000248393.1,0,0,0,0,0,0,0,0,0
ENSG00000248394.1,0,0,2,0,0,0,0,0,3
ENSG00000248396.1,0,0,0,0,0,0,0,0,0
ENSG00000248397.1,0,0,0,0,0,0,0,0,0
ENSG00000248399.1,0,0,0,0,0,0,1,0,0
ENSG00000248400.2,0,0,0,0,2.001,1,0,0,0
ENSG00000248401.2,0,0,1,0,0,0,5,0,4
ENSG00000248403.1,0,0,0,0,0,0,0,0,0
ENSG00000248405.10,5.216,0,0,59.497,42.385,37.872,102.753,90.688,67.227
ENSG00000248406.1,9,7.647,0,16.467,14.897,0,0,0,0
ENSG00000248408.1,26,31.523,24.971,26,17,10,18.973,31.995,24
ENSG00000248409.2,0,0,2,0,0,0,12,6,5.235
ENSG00000248415.1,0,0,0,0,2,1,4,0,5
ENSG00000248416.1,0,0,1,0,0,0,3,0,1
ENSG00000248417.1,0,0,0,0,0,0,0,0,0
ENSG00000248418.2,0,0,0,0,0,0,0,0,0
ENSG00000248419.2,0,0,0,0,0,0,0,0,0
ENSG00000248420.1,0,0,0,0,0,0,0,0,0
ENSG00000248422.1,0,0,0,0,0,0,0,0,0
ENSG00000248423.1,0,0,0,0,0,0,0,2,0
ENSG00000248424.1,0,0,0,1,3,5,0,0,0
ENSG00000248425.1,0,0,0,0,0,0,0,0,0
ENSG00000248426.1,0,0,0,0,0,0,0,0,0
ENSG00000248428.1,0,0,1,0,0,0,0,0,0
ENSG00000248429.5,1,2,0,5.21,6.157,6.148,8.747,10.696,13.431
ENSG00000248430.1,0,0,0,0,0,0,0,0,0
ENSG00000248431.2,6,3,2,1,0.968,1.966,4.032,2.915,1.617
ENSG00000248434.1,2,2.545,1.013,0,0,0,0,1,2
ENSG00000248439.2,0,0,0,0,0,0,0,0,0
ENSG00000248440.1,0,0,0,0,0,0,0,0,0
ENSG00000248441.9,4,1,0,0,0,2,8,2,3
ENSG00000248442.2,0,0,0,0,0,0,0,0,0
ENSG00000248443.1,0,0,0,0,0,0,0,0,0
ENSG00000248444.1,0,0,0,0,0,0,0,0,0
ENSG00000248445.5,0,0,0,1,0,0,0,4,3
ENSG00000248447.2,0,0,0,0,0,0,0,0,0
ENSG00000248448.2,0,0,0,0,0,0,0,0,0
ENSG00000248449.2,5,4.088,12.075,1.001,1.039,0,3,4.003,4.096
ENSG00000248452.2,0,0,0,0,0,0,0,0,0
ENSG00000248455.8,0,0,0,0,0,0,0,0,0
ENSG00000248456.1,0,0,0,0,0,1,0,0,0
ENSG00000248457.1,0,0,0,0,0,0,0,0,0
ENSG00000248458.2,18.905,18.485,19.545,16.093,17.747,28.378,23.776,36.662,26.138
ENSG00000248459.1,0,0,1,0,5,0,3,4,0
ENSG00000248461.3,0,0,0,1,0,0,0,0,0
ENSG00000248462.1,0,0,0,0,0,0,0,0,0
ENSG00000248464.1,0,0,0,0,0,0,0,0,0
ENSG00000248466.1,0,0,0,4,0,1,0,0,1
ENSG00000248468.2,4.073,5.084,3.694,2.192,5.841,5.444,1.017,1.019,2.204
ENSG00000248469.1,0,0,0,0,0,0,0,0,0
ENSG00000248471.2,0,0,0,0,0,0,0,0,0
ENSG00000248472.9,0,0,0,0,0,0,0,0,0
ENSG00000248473.2,9.111,11.069,5.312,11.462,2.036,4.497,19.907,30.939,33.899
ENSG00000248474.1,0,0,0,0,1,0,0,0,0
ENSG00000248475.5,0,2,0,0,3,0,1,2.994,0
ENSG00000248476.1,5,5,2,2,5,3,3,1,1
ENSG00000248477.7,0,5.994,0,0,3.05,0,0,0,8.22
ENSG00000248479.1,0,0,0,0,0,0,0,0,0
ENSG00000248480.1,0,0,0,0,0,0,0,0,0
ENSG00000248482.1,0,0,0,0,0,0,0,0,0
ENSG00000248483.7,4,0,0,1,3,0,6.001,10.265,8.019
ENSG00000248484.1,0,0,0,0,0,0,0,0,0
ENSG00000248485.2,78,98,104,1,0,0,1,1,0
ENSG00000248487.10,212.53,190.122,230.545,176.943,110.036,134.479,382.779,367.589,343.629
ENSG00000248488.2,0,0,0,0,0,0,0,0,0
ENSG00000248489.4,33.107,36.124,37.567,26.555,18.786,14.07,20.437,12.18,22.978
ENSG00000248490.2,0,0,0,0,0,0,0,0,0
ENSG00000248491.6,0,0,0,0,0,0,0,0,0
ENSG00000248492.1,0,0,0,0,0,0,0,2,0
ENSG00000248493.1,4,0,0,1,0,0,1,0,0
ENSG00000248494.1,1,0,0,4,6,6,0,0,0
ENSG00000248498.5,0,0,0,0,0,0,0,0,0
ENSG00000248503.3,15.4,15.88,18.571,18.042,20.037,18.904,34.216,32.69,59.843
ENSG00000248505.2,0,0,0,0,0,0,0,0,0
ENSG00000248506.1,0,0,0,0,0,0,0,0,0
ENSG00000248507.1,0,0,0,0,0,0,0,0,0
ENSG00000248508.10,116,142.999,113,65.044,81.999,60.443,41.002,56.002,37.003
ENSG00000248510.2,0,1.341,0,1.987,2.568,2.981,4.905,1.234,2.308
ENSG00000248511.1,0,0,0,0,0,0,0,0,0
ENSG00000248514.1,0,0,0,0,0,0,1,2,3
ENSG00000248515.2,0,0,0,0,0,0,0,0,0
ENSG00000248516.1,0,0,0,0,0,0,0,0,0
ENSG00000248517.1,0,0,0,0,0,0,0,0,0
ENSG00000248518.1,0,0,0,0,0,0,0,0,0
ENSG00000248521.1,0,1,0,0,0,0,0,0,0
ENSG00000248522.1,0,0,0,0,0,0,0,0,0
ENSG00000248525.2,0,0,0,0,0,0,0,0,0
ENSG00000248527.1,8167.813,9874.282,11095.246,11910.854,8753.403,9654.799,16127.403,16004.516,14701.412
ENSG00000248528.1,0,0,0,0,0,0,0,0,0
ENSG00000248529.5,0,0,0,0,0,0,0,0,0
ENSG00000248530.1,0,0,0,0,0,0,0,0,0
ENSG00000248531.3,0,0,0,0,0,0,0,0,0
ENSG00000248532.2,0,0,0,0,0,0,0,0,0
ENSG00000248533.1,0,0,0,0,0,0,0,0,0
ENSG00000248537.1,0,0,0,0,0,0,0,0,0
ENSG00000248538.10,82.009,102.143,85.019,37.995,31.999,42.996,16.99,18.582,19.253
ENSG00000248539.1,0,0,0,0,0,0,0,0,0
ENSG00000248540.3,2,6,0,0,0,0,4,2,5
ENSG00000248542.2,0,0,0,0,0,0,0,0,0
ENSG00000248543.2,0,0,0,0,0,0,0,0,0
ENSG00000248544.2,11,16,14,19,15.001,9,16,19.846,28.053
ENSG00000248545.3,0,0,0,0,0,0,0,0,0
ENSG00000248546.3,0,0,0,0,0,0,0,0,0
ENSG00000248547.2,0,0,0,0,0,0,0,0,0
ENSG00000248548.1,0,0,0,1,0,0,0,0,0
ENSG00000248550.4,3,0,0,0,0,0,0,0,0
ENSG00000248551.1,0,0,0,0,0,0,0,0,0
ENSG00000248552.1,0,0,0,0,0,0,0,0,0
ENSG00000248553.1,0,0,0,0,0,0,0,0,0
ENSG00000248554.1,0.935,5.946,3.39,5.624,4.985,7.364,5.362,7.098,9.489
ENSG00000248555.7,0,0,0,0,0,0,0,0,0
ENSG00000248557.1,1,1,2,3,7,1,3,4,2
ENSG00000248559.1,2,1,4,2,1,5,0,3,3
ENSG00000248560.1,0,0,0,0,0,0,0,0,0
ENSG00000248564.1,0,3,1,2,5,5.133,0,0,0
ENSG00000248565.2,0,0,0,0,0,0,0,0,0
ENSG00000248567.1,0,0,0,0,0,0,0,0,0
ENSG00000248568.1,0,0,0,0,0,0,0,0,0
ENSG00000248569.1,0,0,0,0,0,0,0,0,0
ENSG00000248571.1,0,0,0,0,0,1,0,0,0
ENSG00000248572.6,0,0,0,0,0,0,0,0,0
ENSG00000248573.1,0,0,0,0,0,0,0,0,0
ENSG00000248574.1,0,0,0,0,0,0,0,0,0
ENSG00000248576.1,0,0,0,0,0,0,0,0,1
ENSG00000248577.1,0,0,0,0,0,0,0,0,0
ENSG00000248578.1,0,0,0,0,0,0,0,1,0
ENSG00000248583.1,1.838,2.831,8.628,0,0,0,29.008,38.386,24.319
ENSG00000248585.2,0,0,1,0,1,0,0,0,0
ENSG00000248586.2,0,1,0,0,1,0,0,0,0
ENSG00000248587.8,15.013,24.054,22.019,0,0,1,2.007,1.845,0
ENSG00000248588.2,0,0,0,5.138,4.058,5.014,24.031,29.069,26.994
ENSG00000248590.2,0,0,0,0,0,0,0,0,0
ENSG00000248591.1,0,0,0,0,0,0,0,0,0
ENSG00000248592.7,84.48,81.09,97.881,43.691,49.929,57.171,295.398,298.075,250.83
ENSG00000248593.4,20.718,0,0,0,9.553,0,0,9.117,0
ENSG00000248596.8,1,0,0,0,5,0,47.405,27.072,37.123
ENSG00000248597.2,0,0,0,0,2,0,0,0,0
ENSG00000248599.2,4,5,3,1,2,3,4,0,2
ENSG00000248600.2,0,0,0,0,0,0,0,0,0
ENSG00000248601.1,0,0,0,0,0,0,0,0,0
ENSG00000248605.5,3,2,0,1,0,2.952,1.008,6.389,6.471
ENSG00000248607.1,0,0,0,1,0,1,0,1,2
ENSG00000248608.2,0,0,0,0,0,0,0,0,0
ENSG00000248610.1,0,0,0,0,0,0,0,0,0
ENSG00000248611.1,0,0,0,0,0,0,0,0,0
ENSG00000248613.1,0,0,0,0,0,0,0,0,0
ENSG00000248616.1,0,0,0,0,0,0,0,0,0
ENSG00000248618.1,0,0,0,0,0,0,0,0,0
ENSG00000248621.2,0,0,0,0,0,0,0,0,0
ENSG00000248624.1,0,0,0,0,0,0,0,0,0
ENSG00000248625.1,0,0,0,0,0,0,0,0,0
ENSG00000248626.1,1,1,0,1,0,0,0,0,0
ENSG00000248627.1,0,0,0,0,0,0,0,0,0
ENSG00000248629.1,0,2,0,1,0,0,0,0,0
ENSG00000248633.1,2,0,1,0,0,0,0,0,0
ENSG00000248634.1,0,0,0,0,0,1,0,0,0
ENSG00000248635.1,0,0,0,0,0,0,0,0,0
ENSG00000248636.7,3,0,5,1,3,1,4,0,5
ENSG00000248637.1,0,0,0,0,0,0,0,0,0
ENSG00000248639.2,0,0,0,0,0,0,0,0,0
ENSG00000248640.1,0,0,0,0,0,0,0,0,0
ENSG00000248641.1,2,0,0,1.001,1.001,0,0,0,1
ENSG00000248642.1,0,0,0,0,0,0,0,0,0
ENSG00000248643.5,88.518,75.424,117.841,141.63,117.15,119.355,271.629,228.746,259.803
ENSG00000248645.1,0,1,1,0,0,0,0,0,3
ENSG00000248646.1,0,0,0,0,0,0,0,0,0
ENSG00000248647.2,1,3,2,0,0,0,0,0,0
ENSG00000248648.1,0,0,1,0,0,0,0,0,1
ENSG00000248651.1,0,0,0,0,0,0,0,0,0
ENSG00000248652.2,0,0,0,0,0,0,0,0,0
ENSG00000248654.1,0,0,0,0,0,0,0,0,1
ENSG00000248656.3,0,0,0,0,0,0,0,0,0
ENSG00000248659.1,0,0,0,0,0,0,1,0,0
ENSG00000248660.1,0,0,0,0,0,0,0,0,0
ENSG00000248663.7,10,14,7,7,6,4,69,60,72
ENSG00000248664.3,3.025,2.014,1.02,2.033,1.008,3.038,1.02,4.025,1
ENSG00000248667.1,0,0,0,0,0,0,0,0,0
ENSG00000248668.3,3,0,0,3.996,5.999,0,3.192,4.193,7.079
ENSG00000248669.1,0,0,0,0,0,0,0,0,0
ENSG00000248671.9,30.8,43.165,23.381,173.35,165.124,138.449,75.269,114.281,81.672
ENSG00000248672.5,18.697,0,0,12.558,29.979,41.856,0,0,0
ENSG00000248673.2,0,0,0,16,13,17,0,0,0
ENSG00000248674.1,0,0,0,0,0,0,0,0,0
ENSG00000248676.1,0,0,1,0,0,0,0,0,0
ENSG00000248677.2,1,0,0,0,1,1,1,3,18
ENSG00000248682.1,0,0,1,0,0,0,0,0,1
ENSG00000248684.1,0,0,0,0,0,0,0,0,0
ENSG00000248685.6,22.099,8.902,9.322,13.654,7.024,3.001,12.472,20.009,20.074
ENSG00000248687.2,0,0,0,0,0,0,0,0,0
ENSG00000248690.8,0,0,0,5,13,12,36.62,33.82,39.214
ENSG00000248692.5,0,0,0,0,0,0,0,0,0
ENSG00000248693.1,11,1,4,6,6,0,1,1,0
ENSG00000248694.1,0,0,0,0,0,0,0,0,0
ENSG00000248696.1,3,1,1,2,1,1,0,1,1
ENSG00000248697.1,0,0,0,0,0,0,0,0,0
ENSG00000248698.6,0,0,0,0,0,0,0,0,0
ENSG00000248699.1,0,0,0,0,0,0,0,0,0
ENSG00000248701.1,0,0,0,0,0,0,0,0,0
ENSG00000248702.1,0,0,1,0,0,0,0,0,0
ENSG00000248703.2,0,0,0,0,0,0,0,0,0
ENSG00000248704.1,0,0,0,0,0,0,0,0,0
ENSG00000248705.1,3,0,5,0,1,0,0,0,0
ENSG00000248708.2,0,0,0,0,0,0,0,0,0
ENSG00000248709.3,41,34,30,0,0,0,0,0,0
ENSG00000248710.1,3.454,17.129,11.461,2.396,34.539,0,13.809,0,17.093
ENSG00000248711.1,0,0,0,0,0,0,0,1,1
ENSG00000248712.8,3,3,2,21,17,14,3,4,8
ENSG00000248713.2,612,630,593,1,1,2,0,0,0
ENSG00000248714.7,8.695,0,3.001,15,14.005,10.831,2.01,4,9.001
ENSG00000248715.2,0,0,0,0,0,0,0,0,0
ENSG00000248716.2,0,0,0,0,0,0,0,0,0
ENSG00000248717.2,0,0,1,0,0,0,3,4,5
ENSG00000248719.2,0,0,0,0,1,0,1,1,2.162
ENSG00000248720.1,0,0,0,0,0,0,0,0,0
ENSG00000248722.1,0,0,0,0,0,1,0,0,0
ENSG00000248724.6,0,1.05,0,0,0,1.071,1.024,0,2.08
ENSG00000248725.3,0,0,0,0,0,0,0,0,0
ENSG00000248727.6,5,2,3.172,257.002,180.446,183.001,12.008,4,11
ENSG00000248729.1,0,0,1,0,0,0,3,2,0
ENSG00000248730.1,0,0,0,0,0,0,0,0,0
ENSG00000248733.1,0,0,0,0,0,0,0,0,0
ENSG00000248734.2,11.21,15.074,14.147,12.071,10.105,18.34,16.077,18.014,23.824
ENSG00000248735.2,0,0,0,0,0,0,0,0,0
ENSG00000248736.3,2.018,0,0,4.039,3.105,1.246,1.008,0,1.953
ENSG00000248738.6,0,0,0,1,0,1,0,1,0
ENSG00000248739.1,0,0,0,0,0,0,0,0,0
ENSG00000248740.8,24,34,35,6.164,4.99,3.1,4.084,5.999,3.494
ENSG00000248744.1,0,0,0,0,0,0,0,0,0
ENSG00000248745.2,0,0,0,0,0,0,0,0,0
ENSG00000248746.6,0,0,1,4,0,1,3,0,7
ENSG00000248747.1,0.996,0,0,0,1,0,0,0,0
ENSG00000248748.1,0,0,0,0,0,0,0,0,0
ENSG00000248749.1,0,0,0,0,0,0,0,0,0
ENSG00000248750.2,0,0,0,0,0,0,0,0,0
ENSG00000248751.6,10.021,0,3.703,3.784,2.96,0,3.829,14.099,0
ENSG00000248752.3,4,2,3,4.791,2.152,2,2.986,2,2
ENSG00000248753.1,0,0,0,1,0,0,0,0,0
ENSG00000248755.1,0,0,0,0,0,0,0,0,0
ENSG00000248757.2,0,0,0,0,0,0,0,0,0
ENSG00000248758.1,0,0,0,0,0,0,0,0,0
ENSG00000248761.1,0,0,0,0,0,0,0,0,0
ENSG00000248762.2,0,0,0,0,0,0,0,0,0
ENSG00000248763.2,3,5,3,0,0,0,0,0,0
ENSG00000248764.1,0,0,0,0,0,0,0,0,0
ENSG00000248765.1,0,0,0,0,0,0,0,0,0
ENSG00000248766.2,0,0,0,0,0,0,0,0,0
ENSG00000248767.2,0,0,0,0,0,0,0,0,0
ENSG00000248769.1,0,0,0,0,0,2.416,4.876,1.752,2.609
ENSG00000248770.1,0,0,0,0,0,0,0,0,0
ENSG00000248771.5,1,4.987,2,3,3.134,2,6.119,11.981,7
ENSG00000248772.1,0,0,0,0,0,0,0,0,0
ENSG00000248773.1,0,0,0,3,0,1,4,1,3
ENSG00000248774.1,0,3.859,0,0,0,0,1.847,0,0
ENSG00000248775.1,0,0,0,0,0,0,0,0,0
ENSG00000248777.1,0,0,0,0,0,0,0,0,0
ENSG00000248778.1,0,0,0,0,0,0,0,0,0
ENSG00000248779.1,0,0,0,0,0,0,0,0,0
ENSG00000248780.1,0,0,0,2.009,0,2,1.005,2.012,0
ENSG00000248781.1,0,0,0,0,0,0,0,0,0
ENSG00000248783.1,0,0,0,0,0,0,0,0,0
ENSG00000248785.1,0,0,0,0,0,0,0,0,0
ENSG00000248787.2,21,22.004,17,8,6,11,7.001,5,4
ENSG00000248789.5,0,0,0,0,0,0,0,0,0
ENSG00000248790.1,0,0,0,0,0,0,0,0,0
ENSG00000248791.1,0,0,0,0,0,0,0,0,1
